id,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,hyperlink
1720,TOI-270 b,22.4793,1.58 Earths,12.603,2019,https://science.nasa.gov/exoplanet-catalog/toi-270-b/
1721,TOI-172 b,342.831,5.42 Jupiters,11.299,2019,https://science.nasa.gov/exoplanet-catalog/toi-172-b/
1722,TOI-163 b,411.719,1.22 Jupiters,11.467,2019,https://science.nasa.gov/exoplanet-catalog/toi-163-b/
1723,TOI-125 c,111.059,6.63 Earths,11.023,2019,https://science.nasa.gov/exoplanet-catalog/toi-125-c/
1724,TOI-125 b,111.059,9.5 Earths,11.023,2019,https://science.nasa.gov/exoplanet-catalog/toi-125-b/
1725,TOI-813 b,263.145,36.4 Earths,10.358,2020,https://science.nasa.gov/exoplanet-catalog/toi-813-b/
1726,HD 80653 b,109.86,5.72 Earths,9.452,2020,https://science.nasa.gov/exoplanet-catalog/hd-80653-b/
1727,DMPP-2 b,137.94,0.437 Jupiters,8.57,2019,https://science.nasa.gov/exoplanet-catalog/dmpp-2-b/
1728,DMPP-1 e,62.5388,4.13 Earths,7.98,2019,https://science.nasa.gov/exoplanet-catalog/dmpp-1-e/
1729,DMPP-1 d,62.5388,3.35 Earths,7.98,2019,https://science.nasa.gov/exoplanet-catalog/dmpp-1-d/
1730,DMPP-1 c,62.5388,9.6 Earths,7.98,2019,https://science.nasa.gov/exoplanet-catalog/dmpp-1-c/
1731,DMPP-1 b,62.5388,24.27 Earths,7.98,2019,https://science.nasa.gov/exoplanet-catalog/dmpp-1-b/
1732,XO-7 b,234.149,0.709 Jupiters,10.521,2019,https://science.nasa.gov/exoplanet-catalog/xo-7-b/
1733,G 9-40 b,27.9276,11.7 Earths,13.821,2019,https://science.nasa.gov/exoplanet-catalog/g-9-40-b/
1734,USco1621 b,137.901,16 Jupiters,15.543,2019,https://science.nasa.gov/exoplanet-catalog/usco1621-b/
1735,USco1556 b,140.635,15 Jupiters,15.36,2019,https://science.nasa.gov/exoplanet-catalog/usco1556-b/
1736,WASP-18 c,123.483,0.17368 Jupiters,9.28,2019,https://science.nasa.gov/exoplanet-catalog/wasp-18-c/
1737,WASP-126 c,216.526,0.20199 Jupiters,10.994,2019,https://science.nasa.gov/exoplanet-catalog/wasp-126-c/
1738,HD 213885 c,48.0883,19.95 Earths,7.95,2019,https://science.nasa.gov/exoplanet-catalog/hd-213885-c/
1739,HD 213885 b,48.0883,8.83 Earths,7.95,2019,https://science.nasa.gov/exoplanet-catalog/hd-213885-b/
1740,Qatar-6 b,100.848,0.668 Jupiters,11.496,2017,https://science.nasa.gov/exoplanet-catalog/qatar-6-b/
1741,PSR B0329+54 b,504.9331206,1.97 Earths,20.8671,2017,https://science.nasa.gov/exoplanet-catalog/psr-b032954-b/
1742,NGTS-9 b,609.128,2.9 Jupiters,12.868,2019,https://science.nasa.gov/exoplanet-catalog/ngts-9-b/
1743,NGTS-8 b,428.976,0.93 Jupiters,13.69,2019,https://science.nasa.gov/exoplanet-catalog/ngts-8-b/
1744,HD 233832 b,58.742,1.78 Jupiters,10.15,2018,https://science.nasa.gov/exoplanet-catalog/hd-233832-b/
1745,HD 220197 b,64.411,0.2 Jupiters,8.92,2018,https://science.nasa.gov/exoplanet-catalog/hd-220197-b/
1746,HD 196885 A b,34.1692,2.58 Jupiters,6.39677,2007,https://science.nasa.gov/exoplanet-catalog/hd-196885-a-b/
1747,Kepler-448 c,399.398,22 Jupiters,11.51,2017,https://science.nasa.gov/exoplanet-catalog/kepler-448-c/
1748,LP 791-18 c,26.4927,7.1 Earths,16.91,2019,https://science.nasa.gov/exoplanet-catalog/lp-791-18-c/
1749,LP 791-18 b,26.4927,1.94 Earths,16.91,2019,https://science.nasa.gov/exoplanet-catalog/lp-791-18-b/
1750,HD 125390 b,153.647,27.204 Jupiters,8.21,2019,https://science.nasa.gov/exoplanet-catalog/hd-125390-b/
1751,MOA-bin-29 b,7120,0.6 Jupiters,44.61,2019,https://science.nasa.gov/exoplanet-catalog/moa-bin-29-b/
1752,KMT-2018-BLG-1990L b,967,0.348 Jupiters,Unknown,2019,https://science.nasa.gov/exoplanet-catalog/kmt-2018-blg-1990l-b/
1753,V1298 Tauri e,108.199,1.01 Jupiters,10.115,2019,https://science.nasa.gov/exoplanet-catalog/v1298-tauri-e/
1754,V1298 Tauri d,108.199,0.31 Jupiters,10.115,2019,https://science.nasa.gov/exoplanet-catalog/v1298-tauri-d/
1755,V1298 Tauri c,108.199,0.24 Jupiters,10.115,2019,https://science.nasa.gov/exoplanet-catalog/v1298-tauri-c/
1756,OGLE-2015-BLG-1649L b,4230,2.54 Jupiters,Unknown,2019,https://science.nasa.gov/exoplanet-catalog/ogle-2015-blg-1649l-b/
1757,NY Virginis c,544.024,5.54 Jupiters,13.496,2019,https://science.nasa.gov/exoplanet-catalog/ny-virginis-c/
1758,Epsilon Indi A b,3.6384,6.31 Jupiters,4.674,2019,https://science.nasa.gov/exoplanet-catalog/epsilon-indi-a-b/
1759,HU Aquarii AB c,192.1980787,4.5 Jupiters,16.183,2011,https://science.nasa.gov/exoplanet-catalog/hu-aquarii-ab-c/
1760,HU Aquarii AB b,192.1980787,5.9 Jupiters,16.183,2011,https://science.nasa.gov/exoplanet-catalog/hu-aquarii-ab-b/
1761,HD 97048 b,183.857,2.5 Jupiters,8.44,2019,https://science.nasa.gov/exoplanet-catalog/hd-97048-b/
1762,7 Canis Majoris c,19.8101,0.87 Jupiters,3.95,2019,https://science.nasa.gov/exoplanet-catalog/7-canis-majoris-c/
1763,GJ 15 A c,3.56228,36 Earths,8.09,2018,https://science.nasa.gov/exoplanet-catalog/gj-15-a-c/
1764,GJ 15 A b,3.56228,3.03 Earths,8.09,2014,https://science.nasa.gov/exoplanet-catalog/gj-15-a-b/
1765,WASP-192 b,508.885,2.3 Jupiters,12.678,2019,https://science.nasa.gov/exoplanet-catalog/wasp-192-b/
1766,WASP-185 b,279.35,0.98 Jupiters,11.101,2019,https://science.nasa.gov/exoplanet-catalog/wasp-185-b/
1767,WASP-184 b,663.231,0.57 Jupiters,12.771,2019,https://science.nasa.gov/exoplanet-catalog/wasp-184-b/
1768,WASP-178 b,427.678,1.66 Jupiters,9.946,2019,https://science.nasa.gov/exoplanet-catalog/wasp-178-b/
1769,GJ 682 c,5.00671,8.7 Earths,10.94,2014,https://science.nasa.gov/exoplanet-catalog/gj-682-c/
1770,GJ 682 b,5.00671,4.4 Earths,10.94,2014,https://science.nasa.gov/exoplanet-catalog/gj-682-b/
1771,GJ 433 c,9.06456,32.422 Earths,9.81,2014,https://science.nasa.gov/exoplanet-catalog/gj-433-c/
1772,GJ 422 b,12.6631,11.07 Earths,11.66,2014,https://science.nasa.gov/exoplanet-catalog/gj-422-b/
1773,GJ 27.1 b,23.6062,13 Earths,11.45,2014,https://science.nasa.gov/exoplanet-catalog/gj-271-b/
1774,GJ 229 b,5.75624,14.93794 Earths,8.15,2014,https://science.nasa.gov/exoplanet-catalog/gj-229-b/
1775,GJ 180 c,11.9407,6.4 Earths,10.914,2014,https://science.nasa.gov/exoplanet-catalog/gj-180-c/
1776,GJ 180 b,11.9407,6.49 Earths,10.914,2014,https://science.nasa.gov/exoplanet-catalog/gj-180-b/
1777,GJ 160.2 b,25.8557,10.2 Earths,9.7,2014,https://science.nasa.gov/exoplanet-catalog/gj-1602-b/
1778,GJ 3512 b,9.48637,0.46 Jupiters,15.18,2019,https://science.nasa.gov/exoplanet-catalog/gj-3512-b/
1779,WASP-180 A b,253.985,0.9 Jupiters,10.655,2019,https://science.nasa.gov/exoplanet-catalog/wasp-180-a-b/
1780,NGTS-6 b,308.262,1.339 Jupiters,14.237,2019,https://science.nasa.gov/exoplanet-catalog/ngts-6-b/
1781,WASP-182 b,327.602,0.148 Jupiters,11.98,2019,https://science.nasa.gov/exoplanet-catalog/wasp-182-b/
1782,WASP-175 b,539.36,0.99 Jupiters,12.959,2019,https://science.nasa.gov/exoplanet-catalog/wasp-175-b/
1783,WASP-171 b,757.84,1.084 Jupiters,12.612,2019,https://science.nasa.gov/exoplanet-catalog/wasp-171-b/
1784,WASP-169 b,627.066,0.561 Jupiters,12.167,2019,https://science.nasa.gov/exoplanet-catalog/wasp-169-b/
1785,OGLE-2018-BLG-0740L b,3200,4.8 Jupiters,18.21,2019,https://science.nasa.gov/exoplanet-catalog/ogle-2018-blg-0740l-b/
1786,KELT-24 b,96.5173,4.59 Jupiters,8.34,2019,https://science.nasa.gov/exoplanet-catalog/kelt-24-b/
1787,K2-308 b,1314.53,0.222 Jupiters,15.072,2019,https://science.nasa.gov/exoplanet-catalog/k2-308-b/
1788,OGLE-2018-BLG-1011L c,7100,2.8 Jupiters,Unknown,2019,https://science.nasa.gov/exoplanet-catalog/ogle-2018-blg-1011l-c/
1789,OGLE-2018-BLG-1011L b,7100,1.8 Jupiters,Unknown,2019,https://science.nasa.gov/exoplanet-catalog/ogle-2018-blg-1011l-b/
1790,OGLE-2016-BLG-1067L b,3730,0.43 Jupiters,Unknown,2019,https://science.nasa.gov/exoplanet-catalog/ogle-2016-blg-1067l-b/
1791,KMT-2016-BLG-0212L b,6300,18 Jupiters,Unknown,2018,https://science.nasa.gov/exoplanet-catalog/kmt-2016-blg-0212l-b/
1792,HR 5183 b,31.4607,3.31 Jupiters,6.33432,2019,https://science.nasa.gov/exoplanet-catalog/hr-5183-b/
1793,Beta Pictoris c,19.7442,10.139 Jupiters,3.85,2019,https://science.nasa.gov/exoplanet-catalog/beta-pictoris-c/
1794,HATS-58 A b,403.591,1.03 Jupiters,11.572,2019,https://science.nasa.gov/exoplanet-catalog/hats-58-a-b/
1795,HATS-57 b,279.485,3.147 Jupiters,12.333,2019,https://science.nasa.gov/exoplanet-catalog/hats-57-b/
1796,HATS-56 b,564.409,0.602 Jupiters,11.477,2019,https://science.nasa.gov/exoplanet-catalog/hats-56-b/
1797,LTT 1445 A b,6.86929,2.73 Earths,10.59,2019,https://science.nasa.gov/exoplanet-catalog/ltt-1445-a-b/
1798,K2-43 c,182.536,6.44 Earths,15.748,2019,https://science.nasa.gov/exoplanet-catalog/k2-43-c/
1799,K2-198 d,110.567,6.52 Earths,10.971,2019,https://science.nasa.gov/exoplanet-catalog/k2-198-d/
1800,K2-198 c,110.567,2.61 Earths,10.971,2019,https://science.nasa.gov/exoplanet-catalog/k2-198-c/
1801,HATS-55 b,609.838,0.921 Jupiters,13.525,2019,https://science.nasa.gov/exoplanet-catalog/hats-55-b/
1802,HATS-54 b,748.585,0.753 Jupiters,13.937,2019,https://science.nasa.gov/exoplanet-catalog/hats-54-b/
1803,HAT-P-70 b,330.739,6.78 Jupiters,9.47,2019,https://science.nasa.gov/exoplanet-catalog/hat-p-70-b/
1804,HAT-P-69 b,341.263,3.58 Jupiters,9.774,2019,https://science.nasa.gov/exoplanet-catalog/hat-p-69-b/
1805,K2-146 c,79.3002,7.49 Earths,16.7,2019,https://science.nasa.gov/exoplanet-catalog/k2-146-c/
1806,GJ 357 d,9.44181,6.1 Earths,10.91,2019,https://science.nasa.gov/exoplanet-catalog/gj-357-d/
1807,GJ 357 c,9.44181,3.4 Earths,10.91,2019,https://science.nasa.gov/exoplanet-catalog/gj-357-c/
1808,GJ 357 b,9.44181,1.84 Earths,10.91,2019,https://science.nasa.gov/exoplanet-catalog/gj-357-b/
1809,KMT-2017-BLG-0165L b,4530,34 Earths,Unknown,2018,https://science.nasa.gov/exoplanet-catalog/kmt-2017-blg-0165l-b/
1810,EPIC 212737443 c,336.25,7.7 Earths,14.81,2019,https://science.nasa.gov/exoplanet-catalog/epic-212737443-c/
1811,EPIC 212737443 b,336.25,7.2 Earths,14.81,2019,https://science.nasa.gov/exoplanet-catalog/epic-212737443-b/
1812,WASP-166 b,114.173,32.10083 Earths,9.351,2019,https://science.nasa.gov/exoplanet-catalog/wasp-166-b/
1813,HR 858 d,31.964,5.32 Earths,6.38,2019,https://science.nasa.gov/exoplanet-catalog/hr-858-d/
1814,HR 858 c,31.964,4.42 Earths,6.38,2019,https://science.nasa.gov/exoplanet-catalog/hr-858-c/
1815,HR 858 b,31.964,5 Earths,6.38,2019,https://science.nasa.gov/exoplanet-catalog/hr-858-b/
1816,EPIC 248847494 b,551.886,13 Jupiters,12.353,2018,https://science.nasa.gov/exoplanet-catalog/epic-248847494-b/
1817,Kepler-82 f,904.326,20.9 Earths,15.131,2019,https://science.nasa.gov/exoplanet-catalog/kepler-82-f/
1818,OGLE-2015-BLG-1670L b,6700,17.9 Earths,Unknown,2019,https://science.nasa.gov/exoplanet-catalog/ogle-2015-blg-1670l-b/
1819,Kepler-411 e,153.676,10.8 Earths,12.448,2018,https://science.nasa.gov/exoplanet-catalog/kepler-411-e/
1820,Kepler-411 d,153.676,15.2 Earths,12.448,2018,https://science.nasa.gov/exoplanet-catalog/kepler-411-d/
1821,HIP 79098 AB b,145.798,20.5 Jupiters,5.86,2019,https://science.nasa.gov/exoplanet-catalog/hip-79098-ab-b/
1822,DE Canum Venaticorum b,30.5225,12.0293 Jupiters,12.956,2018,https://science.nasa.gov/exoplanet-catalog/de-canum-venaticorum-b/
1823,OGLE-2018-BLG-0596L b,5650,13.93 Earths,Unknown,2019,https://science.nasa.gov/exoplanet-catalog/ogle-2018-blg-0596l-b/
1824,DS Tucanae A b,44.0622,1.3 Jupiters,8.17,2019,https://science.nasa.gov/exoplanet-catalog/ds-tucanae-a-b/
1825,V1298 Tauri b,108.199,0.64 Jupiters,10.115,2019,https://science.nasa.gov/exoplanet-catalog/v1298-tauri-b/
1826,WASP-87 b,298.392,2.18 Jupiters,10.727,2016,https://science.nasa.gov/exoplanet-catalog/wasp-87-b/
1827,Teegarden’s Star c,3.83078,1.05 Earths,15.13,2019,https://science.nasa.gov/exoplanet-catalog/teegardens-star-c/
1828,Teegarden’s Star b,3.83078,1.16 Earths,15.13,2019,https://science.nasa.gov/exoplanet-catalog/teegardens-star-b/
1829,HD 126525 b,37.6506,0.237 Jupiters,7.85,2018,https://science.nasa.gov/exoplanet-catalog/hd-126525-b/
1830,PDS 70 c,113.064,2 Jupiters,12.032,2019,https://science.nasa.gov/exoplanet-catalog/pds-70-c/
1831,L 98-59 d,10.6194,1.94 Earths,11.685,2019,https://science.nasa.gov/exoplanet-catalog/l-98-59-d/
1832,L 98-59 c,10.6194,2.22 Earths,11.685,2019,https://science.nasa.gov/exoplanet-catalog/l-98-59-c/
1833,L 98-59 b,10.6194,0.4 Earths,11.685,2019,https://science.nasa.gov/exoplanet-catalog/l-98-59-b/
1834,Kepler-65 e,303.728,0.82 Jupiters,10.922,2019,https://science.nasa.gov/exoplanet-catalog/kepler-65-e/
1835,KELT-23 A b,126.261,0.938 Jupiters,10.308,2019,https://science.nasa.gov/exoplanet-catalog/kelt-23-a-b/
1836,K2-32 e,157.682,2.1 Earths,12.304,2019,https://science.nasa.gov/exoplanet-catalog/k2-32-e/
1837,HD 2685 b,196.852,1.17 Jupiters,9.595,2019,https://science.nasa.gov/exoplanet-catalog/hd-2685-b/
1838,Gl 49 b,9.8528,5.63 Earths,9.56,2019,https://science.nasa.gov/exoplanet-catalog/gl-49-b/
1839,NSVS 14256825 b,820.877,14.15 Jupiters,13.296,2019,https://science.nasa.gov/exoplanet-catalog/nsvs-14256825-b/
1840,LSPM J2116+0234 b,17.6297,13.3 Earths,11.961,2019,https://science.nasa.gov/exoplanet-catalog/lspm-j21160234-b/
1841,HD 180617 b,5.91059,12.214 Earths,9.12,2018,https://science.nasa.gov/exoplanet-catalog/hd-180617-b/
1842,EPIC 220554210 c,496.289,3.19 Earths,14.21,2019,https://science.nasa.gov/exoplanet-catalog/epic-220554210-c/
1843,EPIC 212587672 b,320.07,2.13 Earths,12.488,2019,https://science.nasa.gov/exoplanet-catalog/epic-212587672-b/
1844,EPIC 212499991 b,283.29,3.19 Earths,13.672,2019,https://science.nasa.gov/exoplanet-catalog/epic-212499991-b/
1845,EPIC 212424622 b,611.804,5.35 Earths,13.441,2019,https://science.nasa.gov/exoplanet-catalog/epic-212424622-b/
1846,EPIC 212297394 b,418.395,2.79 Earths,14.611,2019,https://science.nasa.gov/exoplanet-catalog/epic-212297394-b/
1847,EPIC 206317286 b,314.35,0.84 Earths,14.005,2019,https://science.nasa.gov/exoplanet-catalog/epic-206317286-b/
1848,EPIC 206215704 b,109.888,0.972 Earths,17.83,2019,https://science.nasa.gov/exoplanet-catalog/epic-206215704-b/
1849,EPIC 206042996 b,451.769,3.53 Earths,16.59,2019,https://science.nasa.gov/exoplanet-catalog/epic-206042996-b/
1850,EPIC 206032309 b,161.365,1.01 Earths,17.89,2019,https://science.nasa.gov/exoplanet-catalog/epic-206032309-b/
1851,EPIC 206024342 b,369.888,3.53 Earths,13.096,2019,https://science.nasa.gov/exoplanet-catalog/epic-206024342-b/
1852,EPIC 205950854 c,243.935,2.27 Earths,12.365,2019,https://science.nasa.gov/exoplanet-catalog/epic-205950854-c/
1853,EPIC 201841433 b,436.488,1.12 Earths,14.983,2019,https://science.nasa.gov/exoplanet-catalog/epic-201841433-b/
1854,EPIC 201833600 c,257.443,0.972 Earths,14.705,2019,https://science.nasa.gov/exoplanet-catalog/epic-201833600-c/
1855,EPIC 201754305 d,334.967,1.08 Earths,14.668,2019,https://science.nasa.gov/exoplanet-catalog/epic-201754305-d/
1856,EPIC 201615463 c,476.882,1.98 Earths,12.081,2019,https://science.nasa.gov/exoplanet-catalog/epic-201615463-c/
1857,EPIC 201497682 b,253.026,0.26 Earths,13.948,2019,https://science.nasa.gov/exoplanet-catalog/epic-201497682-b/
1858,EPIC 201238110 b,159.259,4.16 Earths,16.014,2019,https://science.nasa.gov/exoplanet-catalog/epic-201238110-b/
1859,K2-295 b,232.801,0.335 Jupiters,13.8941,2018,https://science.nasa.gov/exoplanet-catalog/k2-295-b/
1860,K2-133 e,75.1703,3.64 Earths,14.073,2019,https://science.nasa.gov/exoplanet-catalog/k2-133-e/
1861,HD 15337 c,44.8155,8.11 Earths,9.1,2019,https://science.nasa.gov/exoplanet-catalog/hd-15337-c/
1862,HD 15337 b,44.8155,7.51 Earths,9.1,2019,https://science.nasa.gov/exoplanet-catalog/hd-15337-b/
1863,NGTS-4 b,280.555,20.6 Earths,13.138,2019,https://science.nasa.gov/exoplanet-catalog/ngts-4-b/
1864,HIP 71135 b,32.3311,18.8 Earths,10.53,2019,https://science.nasa.gov/exoplanet-catalog/hip-71135-b/
1865,HIP 54373 c,18.7168,12.44 Earths,10.38,2019,https://science.nasa.gov/exoplanet-catalog/hip-54373-c/
1866,HD 24085 b,54.9004,11.8 Earths,7.57,2019,https://science.nasa.gov/exoplanet-catalog/hd-24085-b/
1867,NGTS-5 b,306.779,0.229 Jupiters,13.789,2019,https://science.nasa.gov/exoplanet-catalog/ngts-5-b/
1868,HIP 54373 b,18.7168,8.62 Earths,10.38,2019,https://science.nasa.gov/exoplanet-catalog/hip-54373-b/
1869,HIP 35173 b,33.1562,12.7 Earths,9.01,2019,https://science.nasa.gov/exoplanet-catalog/hip-35173-b/
1870,HD 8326 b,30.6862,0.20955 Jupiters,8.76,2019,https://science.nasa.gov/exoplanet-catalog/hd-8326-b/
1871,HD 64114 b,31.5262,17.8 Earths,7.71,2019,https://science.nasa.gov/exoplanet-catalog/hd-64114-b/
1872,HD 39855 b,23.2599,8.5 Earths,7.51,2019,https://science.nasa.gov/exoplanet-catalog/hd-39855-b/
1873,HD 21411 b,29.1328,0.20734 Jupiters,7.88,2019,https://science.nasa.gov/exoplanet-catalog/hd-21411-b/
1874,HD 211970 b,13.1277,13 Earths,10.24,2019,https://science.nasa.gov/exoplanet-catalog/hd-211970-b/
1875,HD 210193 b,42.2029,0.4817 Jupiters,7.83,2019,https://science.nasa.gov/exoplanet-catalog/hd-210193-b/
1876,HD 206255 b,75.2363,34.2 Earths,7.62,2019,https://science.nasa.gov/exoplanet-catalog/hd-206255-b/
1877,HD 103949 b,26.4997,11.2 Earths,8.7,2019,https://science.nasa.gov/exoplanet-catalog/hd-103949-b/
1878,HD 102843 b,62.758,0.35837 Jupiters,9.26,2019,https://science.nasa.gov/exoplanet-catalog/hd-102843-b/
1879,HD 221420 b,31.1415,22 Jupiters,5.82,2019,https://science.nasa.gov/exoplanet-catalog/hd-221420-b/
1880,Qatar-9 b,213.771,1.19 Jupiters,14.023,2019,https://science.nasa.gov/exoplanet-catalog/qatar-9-b/
1881,Qatar-8 b,281.498,0.371 Jupiters,11.71,2019,https://science.nasa.gov/exoplanet-catalog/qatar-8-b/
1882,Qatar-10 b,559.068,0.736 Jupiters,12.868,2019,https://science.nasa.gov/exoplanet-catalog/qatar-10-b/
1883,Kepler-47 d,1025.02,19.02 Earths,15.31,2019,https://science.nasa.gov/exoplanet-catalog/kepler-47-d/
1884,HD 21749 c,16.32,3.7 Earths,8.08,2019,https://science.nasa.gov/exoplanet-catalog/hd-21749-c/
1885,LHS 3844 b,14.8846,2.25 Earths,15.24,2019,https://science.nasa.gov/exoplanet-catalog/lhs-3844-b/
1886,LHS 1140 c,14.9861,1.91 Earths,14.15,2018,https://science.nasa.gov/exoplanet-catalog/lhs-1140-c/
1887,HD 94834 b,98.1609,1.26 Jupiters,7.6,2018,https://science.nasa.gov/exoplanet-catalog/hd-94834-b/
1888,HD 92788 c,34.6538,3.67 Jupiters,7.31637,2019,https://science.nasa.gov/exoplanet-catalog/hd-92788-c/
1889,HD 72490 b,126.339,1.768 Jupiters,7.82,2018,https://science.nasa.gov/exoplanet-catalog/hd-72490-b/
1890,HD 50499 c,46.2845,2.93 Jupiters,7.21,2019,https://science.nasa.gov/exoplanet-catalog/hd-50499-c/
1891,HD 4917 b,204.277,1.615 Jupiters,8.03,2018,https://science.nasa.gov/exoplanet-catalog/hd-4917-b/
1892,HD 25015 b,37.433,9.077 Jupiters,8.87,2019,https://science.nasa.gov/exoplanet-catalog/hd-25015-b/
1893,HD 23472 c,39.0341,3.41 Earths,9.73,2019,https://science.nasa.gov/exoplanet-catalog/hd-23472-c/
1894,HD 23472 b,39.0341,8.32 Earths,9.73,2019,https://science.nasa.gov/exoplanet-catalog/hd-23472-b/
1895,HD 221416 b,95.5483,0.19 Jupiters,8.15,2019,https://science.nasa.gov/exoplanet-catalog/hd-221416-b/
1896,HD 202696 c,188.546,1.864 Jupiters,8.23,2019,https://science.nasa.gov/exoplanet-catalog/hd-202696-c/
1897,HD 202696 b,188.546,1.996 Jupiters,8.23,2019,https://science.nasa.gov/exoplanet-catalog/hd-202696-b/
1898,HD 181234 b,47.7458,9.379 Jupiters,8.59,2019,https://science.nasa.gov/exoplanet-catalog/hd-181234-b/
1899,HD 18015 b,123.801,3.3 Jupiters,7.89,2018,https://science.nasa.gov/exoplanet-catalog/hd-18015-b/
1900,HD 180053 b,137.043,2.194 Jupiters,7.93,2018,https://science.nasa.gov/exoplanet-catalog/hd-180053-b/
1901,HD 14787 b,119.137,1.121 Jupiters,7.63,2018,https://science.nasa.gov/exoplanet-catalog/hd-14787-b/
1902,HD 13167 b,148.934,3.31 Jupiters,8.34,2018,https://science.nasa.gov/exoplanet-catalog/hd-13167-b/
1903,Gl 686 b,8.15728,6.624 Earths,9.62,2018,https://science.nasa.gov/exoplanet-catalog/gl-686-b/
1904,GJ 4276 b,21.3362,16.57 Earths,12.903,2019,https://science.nasa.gov/exoplanet-catalog/gj-4276-b/
1905,GJ 3779 b,13.743,8 Earths,13.04,2018,https://science.nasa.gov/exoplanet-catalog/gj-3779-b/
1906,GJ 143 b,16.32,22.7 Earths,8.08,2019,https://science.nasa.gov/exoplanet-catalog/gj-143-b/
1907,GJ 1265 b,10.2525,7.4 Earths,14.01,2018,https://science.nasa.gov/exoplanet-catalog/gj-1265-b/
1908,TYC 3318-01333-1 b,490.61,3.42 Jupiters,9.901,2018,https://science.nasa.gov/exoplanet-catalog/tyc-3318-01333-1-b/
1909,TCP J05074264+2447555 b,505,20 Earths,14.243,2018,https://science.nasa.gov/exoplanet-catalog/tcp-j050742642447555-b/
1910,MXB 1658-298 b,Unknown,23.7 Jupiters,Unknown,2017,https://science.nasa.gov/exoplanet-catalog/mxb-1658-298-b/
1911,HD 51608 c,35.0553,14.31 Earths,8.17,2019,https://science.nasa.gov/exoplanet-catalog/hd-51608-c/
1912,HD 51608 b,35.0553,12.77 Earths,8.17,2019,https://science.nasa.gov/exoplanet-catalog/hd-51608-b/
1913,HD 45184 c,21.9532,8.81 Earths,6.383,2019,https://science.nasa.gov/exoplanet-catalog/hd-45184-c/
1914,HD 45184 b,21.9532,12.19 Earths,6.383,2019,https://science.nasa.gov/exoplanet-catalog/hd-45184-b/
1915,HD 34445 c,46.0907,0.168 Jupiters,7.31,2017,https://science.nasa.gov/exoplanet-catalog/hd-34445-c/
1916,HD 3167 d,47.2899,4.33 Earths,8.97,2017,https://science.nasa.gov/exoplanet-catalog/hd-3167-d/
1917,HD 31527 d,38.4473,11.82 Earths,7.49,2019,https://science.nasa.gov/exoplanet-catalog/hd-31527-d/
1918,HD 31527 c,38.4473,14.16 Earths,7.49,2019,https://science.nasa.gov/exoplanet-catalog/hd-31527-c/
1919,HD 31527 b,38.4473,10.47 Earths,7.49,2019,https://science.nasa.gov/exoplanet-catalog/hd-31527-b/
